,age,Coef,lower_ci,upper_ci
0,1,1098.4474004446736,-850.6438060381572,3047.5386069275046
1,2,1551.6569957794613,-136.98649895943572,3240.3004905183584
2,3,1328.985147539463,-17.852182127973037,2675.822477206899
3,4,1405.7690382534909,352.2516208062532,2459.2864557007288
4,5,1316.6438033167817,119.45805268210916,2513.8295539514543
