,age,Coef,lower_ci,upper_ci
0,2,2.6260681926510734,-4.952641926923977,10.204778312226125
1,3,-1.4054096491278678,-7.437408533674495,4.62658923541876
2,4,-2.2619051401370878,-6.607318040574228,2.083507760300052
3,5,4.1572985001324625,-5.594688101139477,13.909285101404402
