                    PanelOLS Estimation Summary                     
Dep. Variable:   ,death_rate      ,  R-squared:           ,0.0242   
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-0.1203  
No. Observations:,6428            ,  R-squared (Within):  ,0.0246   
Date:            ,Sun, Jun 19 2022,  R-squared (Overall): ,0.0231   
Time:            ,15:34:54        ,  Log-likelihood       ,5759.8   
Cov. Estimator:  ,Clustered       ,                       ,         
                 ,                ,  F-statistic:         ,22.044   
Entities:        ,262             ,  P-value              ,0.0000   
Avg Obs:         ,24.534          ,  Distribution:        ,F(7,6221)
Min Obs:         ,0.0000          ,                       ,         
Max Obs:         ,42.000          ,  F-statistic (robust):,57.868   
                 ,                ,  P-value              ,0.0000   
Time periods:    ,36              ,  Distribution:        ,F(7,6221)
Avg Obs:         ,178.56          ,                       ,         
Min Obs:         ,146.00          ,                       ,         
Max Obs:         ,314.00          ,                       ,         
                 ,                ,                       ,         
                             Parameter Estimates                             
                       ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                  ,0.4438   ,0.2473   ,1.7947 ,0.0728 ,-0.0410 ,0.9286  
L_0_entry_rate_whole   ,-0.0454  ,0.0809   ,-0.5612,0.5747 ,-0.2040 ,0.1132  
L_0_log_gdp            ,-0.1152  ,0.0287   ,-4.0141,0.0001 ,-0.1714 ,-0.0589 
L_0_log_restriction_2_0,0.0561   ,0.0268   ,2.0949 ,0.0362 ,0.0036  ,0.1086  
L_2_entry_rate_whole   ,0.1473   ,0.1099   ,1.3396 ,0.1804 ,-0.0682 ,0.3628  
L_2_log_gdp            ,0.1090   ,0.0268   ,4.0620 ,0.0000 ,0.0564  ,0.1616  
L_2_log_restriction_2_0,-0.0598  ,0.0239   ,-2.5024,0.0124 ,-0.1066 ,-0.0129 
log_emp_cohort         ,-0.0233  ,0.0034   ,-6.9350,0.0000 ,-0.0299 ,-0.0167 

F-test for Poolability: 5.9707
P-value: 0.0000
Distribution: F(199,6221)

Included effects: Entity, Time
