                        PanelOLS Estimation Summary                         
Dep. Variable:   ,job_creation_continuers,  R-squared:           ,0.0535    
Estimator:       ,PanelOLS               ,  R-squared (Between): ,-35.986   
No. Observations:,5430                   ,  R-squared (Within):  ,-0.3092   
Date:            ,Tue, Jul 05 2022       ,  R-squared (Overall): ,-28.529   
Time:            ,16:07:39               ,  Log-likelihood       ,-4.653e+04
Cov. Estimator:  ,Clustered              ,                       ,          
                 ,                       ,  F-statistic:         ,29.540    
Entities:        ,262                    ,  P-value              ,0.0000    
Avg Obs:         ,20.725                 ,  Distribution:        ,F(10,5222)
Min Obs:         ,0.0000                 ,                       ,          
Max Obs:         ,34.000                 ,  F-statistic (robust):,17.072    
                 ,                       ,  P-value              ,0.0000    
Time periods:    ,34                     ,  Distribution:        ,F(10,5222)
Avg Obs:         ,159.71                 ,                       ,          
Min Obs:         ,158.00                 ,                       ,          
Max Obs:         ,162.00                 ,                       ,          
                 ,                       ,                       ,          
                               Parameter Estimates                               
                           ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
L_0_entry_rate_whole       ,-1539.4  ,972.43   ,-1.5831,0.1135 ,-3445.8 ,366.94  
L_0_log_gdp                ,1332.5   ,346.11   ,3.8500 ,0.0001 ,654.00  ,2011.0  
L_0_log_restriction_2_0    ,-653.43  ,304.48   ,-2.1460,0.0319 ,-1250.3 ,-56.518 
cohort_entry_rate_whole    ,132.42   ,528.98   ,0.2503 ,0.8023 ,-904.60 ,1169.4  
cohort_log_gdp             ,170.76   ,205.80   ,0.8298 ,0.4067 ,-232.69 ,574.21  
cohort_log_restriction_2_0 ,1448.1   ,575.89   ,2.5146 ,0.0119 ,319.16  ,2577.1  
inc_avg_entry_rate_whole   ,120.54   ,601.81   ,0.2003 ,0.8413 ,-1059.3 ,1300.3  
inc_avg_log_gdp            ,-269.61  ,214.04   ,-1.2596,0.2079 ,-689.21 ,150.00  
inc_avg_log_restriction_2_0,24.183   ,345.67   ,0.0700 ,0.9442 ,-653.47 ,701.83  
log_emp_cohort             ,289.83   ,101.84   ,2.8460 ,0.0044 ,90.189  ,489.47  

F-test for Poolability: 64.585
P-value: 0.0000
Distribution: F(197,5222)

Included effects: Entity, Time
