                      PanelOLS Estimation Summary                      
Dep. Variable:   ,log_emp_chg_cohort,  R-squared:           ,0.2250    
Estimator:       ,PanelOLS          ,  R-squared (Between): ,-3.1845   
No. Observations:,3182              ,  R-squared (Within):  ,0.1915    
Date:            ,Wed, Aug 10 2022  ,  R-squared (Overall): ,0.0451    
Time:            ,16:25:50          ,  Log-likelihood       ,3555.7    
Cov. Estimator:  ,Robust            ,                       ,          
                 ,                  ,  F-statistic:         ,67.214    
Entities:        ,17                ,  P-value              ,0.0000    
Avg Obs:         ,187.18            ,  Distribution:        ,F(14,3117)
Min Obs:         ,0.0000            ,                       ,          
Max Obs:         ,277.00            ,  F-statistic (robust):,27.057    
                 ,                  ,  P-value              ,0.0000    
Time periods:    ,38                ,  Distribution:        ,F(14,3117)
Avg Obs:         ,83.737            ,                       ,          
Min Obs:         ,74.000            ,                       ,          
Max Obs:         ,99.000            ,                       ,          
                 ,                  ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,0.3112   ,0.2058   ,1.5120 ,0.1306 ,-0.0924 ,0.7148  
L_0_entry_rate_whole          ,0.6700   ,0.3453   ,1.9402 ,0.0524 ,-0.0071 ,1.3470  
L_0_log_gdp                   ,0.2213   ,0.0662   ,3.3447 ,0.0008 ,0.0916  ,0.3510  
L_1_entry_rate_whole          ,0.2189   ,0.4734   ,0.4625 ,0.6438 ,-0.7093 ,1.1472  
L_1_log_gdp                   ,0.1321   ,0.0889   ,1.4864 ,0.1373 ,-0.0422 ,0.3065  
L_2_entry_rate_whole          ,5.5497   ,0.5122   ,10.834 ,0.0000 ,4.5453  ,6.5540  
L_2_log_gdp                   ,-0.1662  ,0.0949   ,-1.7501,0.0802 ,-0.3523 ,0.0200  
L_3_entry_rate_whole          ,-4.6898  ,0.4342   ,-10.801,0.0000 ,-5.5412 ,-3.8385 
L_3_log_gdp                   ,-0.1858  ,0.0649   ,-2.8638,0.0042 ,-0.3131 ,-0.0586 
cross                         ,0.0399   ,0.0633   ,0.6302 ,0.5286 ,-0.0842 ,0.1640  
curr_chg_restriction_2_0      ,0.0388   ,0.0402   ,0.9655 ,0.3344 ,-0.0400 ,0.1176  
enter_chg_restriction_2_0     ,0.0486   ,0.0374   ,1.2968 ,0.1948 ,-0.0249 ,0.1220  
large_firm                    ,-0.5977  ,0.7254   ,-0.8239,0.4100 ,-2.0199 ,0.8246  
life_chg_restriction_2_0      ,0.0091   ,0.0354   ,0.2561 ,0.7979 ,-0.0604 ,0.0786  
pre_cohort_log_restriction_2_0,-0.0528  ,0.0164   ,-3.2121,0.0013 ,-0.0850 ,-0.0206 

F-test for Poolability: 26.611
P-value: 0.0000
Distribution: F(50,3117)

Included effects: Entity, Time
