                     PanelOLS Estimation Summary                      
Dep. Variable:   ,estabs_entry_rate,  R-squared:           ,0.0247    
Estimator:       ,PanelOLS         ,  R-squared (Between): ,-0.2652   
No. Observations:,8275             ,  R-squared (Within):  ,-0.1236   
Date:            ,Wed, Aug 10 2022 ,  R-squared (Overall): ,-0.1781   
Time:            ,16:23:28         ,  Log-likelihood       ,2.331e+04 
Cov. Estimator:  ,Clustered        ,                       ,          
                 ,                 ,  F-statistic:         ,1892.6    
Entities:        ,262              ,  P-value              ,0.0000    
Avg Obs:         ,31.584           ,  Distribution:        ,F(18,7981)
Min Obs:         ,0.0000           ,                       ,          
Max Obs:         ,35.000           ,  F-statistic (robust):,6.988e+13 
                 ,                 ,  P-value              ,0.0000    
Time periods:    ,38               ,  Distribution:        ,F(18,7981)
Avg Obs:         ,217.76           ,                       ,          
Min Obs:         ,0.0000           ,                       ,          
Max Obs:         ,239.00           ,                       ,          
                 ,                 ,                       ,          
                                 Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI, Upper CI
const                         ,-0.0312  ,0.0708   ,-0.4401,0.6599 ,-0.1700 ,0.1077   
L_0_chg_log_restriction_2_0   ,0.0032   ,0.0075   ,0.4197 ,0.6747 ,-0.0116 ,0.0179   
L_0_entry_rate_whole          ,0.1071   ,0.0154   ,6.9422 ,0.0000 ,0.0769  ,0.1374   
L_0_log_gdp                   ,0.0105   ,0.0065   ,1.6202 ,0.1052 ,-0.0022 ,0.0233   
L_1_chg_log_restriction_2_0   ,0.0020   ,0.0039   ,0.5187 ,0.6040 ,-0.0057 ,0.0098   
L_1_entry_rate_whole          ,-0.0564  ,0.0227   ,-2.4844,0.0130 ,-0.1010 ,-0.0119  
L_1_log_gdp                   ,0.0065   ,0.0089   ,0.7290 ,0.4661 ,-0.0109 ,0.0238   
L_2_chg_log_restriction_2_0   ,0.0007   ,0.0053   ,0.1294 ,0.8971 ,-0.0097 ,0.0111   
L_2_entry_rate_whole          ,0.0056   ,0.0182   ,0.3091 ,0.7573 ,-0.0301 ,0.0413   
L_2_log_gdp                   ,-0.0364  ,0.0092   ,-3.9753,0.0001 ,-0.0544 ,-0.0185  
L_3_chg_log_restriction_2_0   ,0.0020   ,0.0044   ,0.4419 ,0.6586 ,-0.0068 ,0.0107   
L_3_entry_rate_whole          ,-0.0272  ,0.0139   ,-1.9564,0.0505 ,-0.0545 ,5.362e-05
L_3_log_gdp                   ,0.0063   ,0.0061   ,1.0379 ,0.2993 ,-0.0056 ,0.0183   
L_4_chg_log_restriction_2_0   ,-0.0010  ,0.0037   ,-0.2784,0.7807 ,-0.0083 ,0.0062   
L_4_entry_rate_whole          ,0.0055   ,0.0223   ,0.2467 ,0.8052 ,-0.0382 ,0.0492   
L_4_log_gdp                   ,0.0064   ,0.0049   ,1.2997 ,0.1937 ,-0.0032 ,0.0160   
L_5_entry_rate_whole          ,-0.0022  ,0.0135   ,-0.1614,0.8718 ,-0.0287 ,0.0243   
L_5_log_gdp                   ,0.0168   ,0.0072   ,2.3424 ,0.0192 ,0.0027  ,0.0308   
pre_cohort_log_restriction_2_0,0.0009   ,0.0051   ,0.1821 ,0.8555 ,-0.0090 ,0.0109   

F-test for Poolability: 15.970
P-value: 0.0000
Distribution: F(275,7981)

Included effects: Entity, Time
