                     PanelOLS Estimation Summary                      
Dep. Variable:   ,estabs_entry_rate,  R-squared:           ,0.0184    
Estimator:       ,PanelOLS         ,  R-squared (Between): ,-0.5530   
No. Observations:,7770             ,  R-squared (Within):  ,-0.1638   
Date:            ,Wed, Aug 10 2022 ,  R-squared (Overall): ,-0.2959   
Time:            ,16:23:36         ,  Log-likelihood       ,2.092e+04 
Cov. Estimator:  ,Clustered        ,                       ,          
                 ,                 ,  F-statistic:         ,1270.9    
Entities:        ,262              ,  P-value              ,0.0000    
Avg Obs:         ,29.656           ,  Distribution:        ,F(18,7480)
Min Obs:         ,0.0000           ,                       ,          
Max Obs:         ,33.000           ,  F-statistic (robust):,-2.792e+13
                 ,                 ,  P-value              ,1.0000    
Time periods:    ,38               ,  Distribution:        ,F(18,7480)
Avg Obs:         ,204.47           ,                       ,          
Min Obs:         ,0.0000           ,                       ,          
Max Obs:         ,238.00           ,                       ,          
                 ,                 ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,-0.0939  ,0.0610   ,-1.5390,0.1239 ,-0.2134 ,0.0257  
L_0_entry_rate_whole          ,0.1011   ,0.0229   ,4.4121 ,0.0000 ,0.0562  ,0.1460  
L_0_log_gdp                   ,0.0182   ,0.0057   ,3.1782 ,0.0015 ,0.0070  ,0.0294  
L_1_entry_rate_whole          ,-0.0529  ,0.0281   ,-1.8820,0.0599 ,-0.1080 ,0.0022  
L_1_log_gdp                   ,-0.0181  ,0.0076   ,-2.3739,0.0176 ,-0.0330 ,-0.0032 
L_2_entry_rate_whole          ,0.0136   ,0.0256   ,0.5307 ,0.5956 ,-0.0365 ,0.0637  
L_2_log_gdp                   ,0.0145   ,0.0115   ,1.2609 ,0.2074 ,-0.0080 ,0.0370  
L_3_entry_rate_whole          ,0.0055   ,0.0193   ,0.2839 ,0.7765 ,-0.0323 ,0.0432  
L_3_log_gdp                   ,-0.0362  ,0.0107   ,-3.3704,0.0008 ,-0.0573 ,-0.0152 
L_4_entry_rate_whole          ,-0.0284  ,0.0263   ,-1.0812,0.2797 ,-0.0800 ,0.0231  
L_4_log_gdp                   ,0.0267   ,0.0059   ,4.5498 ,0.0000 ,0.0152  ,0.0382  
L_5_entry_rate_whole          ,0.0020   ,0.0177   ,0.1114 ,0.9113 ,-0.0328 ,0.0367  
L_5_log_gdp                   ,0.0021   ,0.0101   ,0.2069 ,0.8361 ,-0.0178 ,0.0220  
L_6_entry_rate_whole          ,-0.0136  ,0.0161   ,-0.8447,0.3983 ,-0.0452 ,0.0180  
L_6_log_gdp                   ,0.0047   ,0.0096   ,0.4866 ,0.6266 ,-0.0142 ,0.0236  
curr_chg_restriction_2_0      ,-0.0042  ,0.0055   ,-0.7602,0.4472 ,-0.0149 ,0.0066  
enter_chg_restriction_2_0     ,0.0007   ,0.0032   ,0.2272 ,0.8202 ,-0.0056 ,0.0070  
life_chg_restriction_2_0      ,0.0273   ,0.0133   ,2.0472 ,0.0407 ,0.0012  ,0.0534  
pre_cohort_log_restriction_2_0,0.0055   ,0.0045   ,1.2183 ,0.2232 ,-0.0033 ,0.0143  

F-test for Poolability: 10.427
P-value: 0.0000
Distribution: F(271,7480)

Included effects: Entity, Time
