                     PanelOLS Estimation Summary                     
Dep. Variable:   ,estabs_exit     ,  R-squared:           ,0.1832    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-0.3046   
No. Observations:,7775            ,  R-squared (Within):  ,-1.5790   
Date:            ,Thu, Jul 21 2022,  R-squared (Overall): ,-0.4951   
Time:            ,12:56:58        ,  Log-likelihood       ,-4.973e+04
Cov. Estimator:  ,Clustered       ,                       ,          
                 ,                ,  F-statistic:         ,3153.9    
Entities:        ,262             ,  P-value              ,0.0000    
Avg Obs:         ,29.676          ,  Distribution:        ,F(14,7484)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,35.000          ,  F-statistic (robust):,-1.59e+13 
                 ,                ,  P-value              ,1.0000    
Time periods:    ,35              ,  Distribution:        ,F(14,7484)
Avg Obs:         ,222.14          ,                       ,          
Min Obs:         ,211.00          ,                       ,          
Max Obs:         ,232.00          ,                       ,          
                 ,                ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,-2821.3  ,1202.0   ,-2.3472,0.0189 ,-5177.5 ,-465.03 
L_0_entry_rate_whole          ,-1248.9  ,300.35   ,-4.1581,0.0000 ,-1837.6 ,-660.10 
L_0_log_gdp                   ,-21.860  ,132.86   ,-0.1645,0.8693 ,-282.30 ,238.58  
L_1_entry_rate_whole          ,-298.26  ,133.58   ,-2.2328,0.0256 ,-560.12 ,-36.402 
L_1_log_gdp                   ,57.732   ,106.58   ,0.5417 ,0.5881 ,-151.20 ,266.66  
L_2_entry_rate_whole          ,-135.44  ,65.982   ,-2.0527,0.0401 ,-264.79 ,-6.0977 
L_2_log_gdp                   ,257.43   ,103.55   ,2.4859 ,0.0129 ,54.431  ,460.42  
L_3_entry_rate_whole          ,619.19   ,199.61   ,3.1020 ,0.0019 ,227.90  ,1010.5  
L_3_log_gdp                   ,73.932   ,111.21   ,0.6648 ,0.5062 ,-144.08 ,291.94  
L_4_entry_rate_whole          ,-328.06  ,41.133   ,-7.9755,0.0000 ,-408.69 ,-247.42 
L_4_log_gdp                   ,-87.688  ,144.27   ,-0.6078,0.5433 ,-370.50 ,195.13  
curr_chg_restriction_2_0      ,92.844   ,78.368   ,1.1847 ,0.2362 ,-60.780 ,246.47  
enter_chg_restriction_2_0     ,54.965   ,87.077   ,0.6312 ,0.5279 ,-115.73 ,225.66  
life_chg_restriction_2_0      ,175.36   ,222.33   ,0.7887 ,0.4303 ,-260.48 ,611.20  
pre_cohort_log_restriction_2_0,169.20   ,95.563   ,1.7706 ,0.0767 ,-18.128 ,356.53  

F-test for Poolability: 181.50
P-value: 0.0000
Distribution: F(276,7484)

Included effects: Entity, Time
