                      PanelOLS Estimation Summary                      
Dep. Variable:   ,per_emp_chg_cohort,  R-squared:           ,0.2343    
Estimator:       ,PanelOLS          ,  R-squared (Between): ,-3.2689   
No. Observations:,3408              ,  R-squared (Within):  ,0.1982    
Date:            ,Wed, Aug 10 2022  ,  R-squared (Overall): ,0.0490    
Time:            ,16:26:21          ,  Log-likelihood       ,3815.5    
Cov. Estimator:  ,Robust            ,                       ,          
                 ,                  ,  F-statistic:         ,71.991    
Entities:        ,17                ,  P-value              ,0.0000    
Avg Obs:         ,200.47            ,  Distribution:        ,F(14,3343)
Min Obs:         ,0.0000            ,                       ,          
Max Obs:         ,298.00            ,  F-statistic (robust):,32.294    
                 ,                  ,  P-value              ,0.0000    
Time periods:    ,38                ,  Distribution:        ,F(14,3343)
Avg Obs:         ,89.684            ,                       ,          
Min Obs:         ,77.000            ,                       ,          
Max Obs:         ,109.00            ,                       ,          
                 ,                  ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,0.3176   ,0.2050   ,1.5494 ,0.1214 ,-0.0843 ,0.7196  
L_0_chg_log_restriction_2_0   ,0.0389   ,0.0401   ,0.9702 ,0.3320 ,-0.0397 ,0.1174  
L_0_entry_rate_whole          ,0.6650   ,0.3441   ,1.9323 ,0.0534 ,-0.0098 ,1.3397  
L_0_log_gdp                   ,0.2181   ,0.0652   ,3.3443 ,0.0008 ,0.0902  ,0.3460  
L_1_chg_log_restriction_2_0   ,0.0083   ,0.0353   ,0.2338 ,0.8152 ,-0.0610 ,0.0775  
L_1_entry_rate_whole          ,0.2280   ,0.4720   ,0.4830 ,0.6291 ,-0.6974 ,1.1534  
L_1_log_gdp                   ,0.1344   ,0.0877   ,1.5324 ,0.1255 ,-0.0376 ,0.3064  
L_2_chg_log_restriction_2_0   ,0.0463   ,0.0373   ,1.2398 ,0.2151 ,-0.0269 ,0.1195  
L_2_entry_rate_whole          ,5.5088   ,0.5082   ,10.840 ,0.0000 ,4.5124  ,6.5052  
L_2_log_gdp                   ,-0.1654  ,0.0940   ,-1.7593,0.0786 ,-0.3497 ,0.0189  
L_3_entry_rate_whole          ,-4.6636  ,0.4302   ,-10.840,0.0000 ,-5.5072 ,-3.8201 
L_3_log_gdp                   ,-0.1856  ,0.0643   ,-2.8839,0.0040 ,-0.3117 ,-0.0594 
cross                         ,0.0501   ,0.0411   ,1.2202 ,0.2225 ,-0.0304 ,0.1307  
large_firm                    ,-0.8991  ,0.4591   ,-1.9583,0.0503 ,-1.7993 ,0.0011  
pre_cohort_log_restriction_2_0,-0.0533  ,0.0164   ,-3.2591,0.0011 ,-0.0854 ,-0.0212 

F-test for Poolability: 28.465
P-value: 0.0000
Distribution: F(50,3343)

Included effects: Entity, Time
