                     PanelOLS Estimation Summary                     
Dep. Variable:   ,log_avg_emp     ,  R-squared:           ,0.0435    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-0.5891   
No. Observations:,2909            ,  R-squared (Within):  ,0.0325    
Date:            ,Wed, Aug 10 2022,  R-squared (Overall): ,0.0049    
Time:            ,16:24:46        ,  Log-likelihood       ,-4015.0   
Cov. Estimator:  ,Robust          ,                       ,          
                 ,                ,  F-statistic:         ,39.081    
Entities:        ,17              ,  P-value              ,0.0000    
Avg Obs:         ,171.12          ,  Distribution:        ,F(18,2845)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,261.00          ,  F-statistic (robust):,557.03    
                 ,                ,  P-value              ,0.0000    
Time periods:    ,38              ,  Distribution:        ,F(18,2845)
Avg Obs:         ,76.553          ,                       ,          
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,96.000          ,                       ,          
                 ,                ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,-0.8235  ,3.9028   ,-0.2110,0.8329 ,-8.4761 ,6.8292  
L_0_entry_rate_whole          ,1.8777   ,5.8478   ,0.3211 ,0.7482 ,-9.5887 ,13.344  
L_0_log_gdp                   ,0.0487   ,0.8063   ,0.0605 ,0.9518 ,-1.5322 ,1.6297  
L_1_entry_rate_whole          ,-0.2894  ,7.6929   ,-0.0376,0.9700 ,-15.374 ,14.795  
L_1_log_gdp                   ,-0.1086  ,1.0403   ,-0.1044,0.9169 ,-2.1485 ,1.9313  
L_2_entry_rate_whole          ,0.5581   ,7.3334   ,0.0761 ,0.9393 ,-13.821 ,14.937  
L_2_log_gdp                   ,-0.0141  ,1.0249   ,-0.0138,0.9890 ,-2.0238 ,1.9956  
L_3_entry_rate_whole          ,0.6691   ,7.0923   ,0.0943 ,0.9248 ,-13.238 ,14.576  
L_3_log_gdp                   ,0.0059   ,1.0238   ,0.0058 ,0.9954 ,-2.0015 ,2.0133  
L_4_entry_rate_whole          ,0.6159   ,6.0996   ,0.1010 ,0.9196 ,-11.344 ,12.576  
L_4_log_gdp                   ,-0.0361  ,1.0399   ,-0.0347,0.9723 ,-2.0752 ,2.0030  
L_5_entry_rate_whole          ,-0.1439  ,5.2000   ,-0.0277,0.9779 ,-10.340 ,10.052  
L_5_log_gdp                   ,0.0349   ,1.0074   ,0.0346 ,0.9724 ,-1.9405 ,2.0102  
L_6_entry_rate_whole          ,1.2500   ,4.0178   ,0.3111 ,0.7557 ,-6.6280 ,9.1281  
L_6_log_gdp                   ,0.2995   ,0.7470   ,0.4010 ,0.6885 ,-1.1653 ,1.7643  
cross                         ,0.1127   ,0.0457   ,2.4645 ,0.0138 ,0.0230  ,0.2023  
full_chg_restriction_2_0      ,0.4072   ,1.4834   ,0.2745 ,0.7837 ,-2.5015 ,3.3159  
large_firm                    ,3.6575   ,0.4900   ,7.4639 ,0.0000 ,2.6967  ,4.6183  
pre_cohort_log_restriction_2_0,0.0412   ,0.2843   ,0.1451 ,0.8847 ,-0.5162 ,0.5987  

F-test for Poolability: 2.8438
P-value: 0.0000
Distribution: F(45,2845)

Included effects: Entity, Time
