                    PanelOLS Estimation Summary                     
Dep. Variable:   ,death_rate      ,  R-squared:           ,0.0019   
Estimator:       ,PanelOLS        ,  R-squared (Between): ,0.3012   
No. Observations:,6330            ,  R-squared (Within):  ,0.0019   
Date:            ,Mon, Jun 06 2022,  R-squared (Overall): ,0.2231   
Time:            ,18:23:37        ,  Log-likelihood       ,3703.4   
Cov. Estimator:  ,Robust          ,                       ,         
                 ,                ,  F-statistic:         ,2.0087   
Entities:        ,21              ,  P-value              ,0.0610   
Avg Obs:         ,301.43          ,  Distribution:        ,F(6,6277)
Min Obs:         ,0.0000          ,                       ,         
Max Obs:         ,874.00          ,  F-statistic (robust):,2.1585   
                 ,                ,  P-value              ,0.0440   
Time periods:    ,34              ,  Distribution:        ,F(6,6277)
Avg Obs:         ,186.18          ,                       ,         
Min Obs:         ,153.00          ,                       ,         
Max Obs:         ,322.00          ,                       ,         
                 ,                ,                       ,         
                              Parameter Estimates                               
                          ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
L_0_entry_rate_whole      ,-0.8078  ,0.2779   ,-2.9065,0.0037 ,-1.3526 ,-0.2629 
L_0_log_gdp               ,-0.0473  ,0.0576   ,-0.8207,0.4119 ,-0.1602 ,0.0656  
L_0_log_restriction_2_0   ,0.0227   ,0.0313   ,0.7231 ,0.4696 ,-0.0388 ,0.0841  
cohort_entry_rate_whole   ,0.5564   ,0.2719   ,2.0466 ,0.0407 ,0.0235  ,1.0894  
cohort_log_gdp            ,0.0336   ,0.0569   ,0.5909 ,0.5546 ,-0.0780 ,0.1452  
cohort_log_restriction_2_0,-0.0085  ,0.0312   ,-0.2725,0.7853 ,-0.0696 ,0.0526  

F-test for Poolability: 12.737
P-value: 0.0000
Distribution: F(46,6277)

Included effects: Entity, Time
