,age,Coef,lower_ci,upper_ci
0,1,-0.023022830032208508,-0.0861951099396701,0.04014944987525308
1,2,-0.09419677140313693,-0.159907973418658,-0.028485569387615844
2,3,-0.08676925604725974,-0.1580157431858933,-0.015522768908626208
3,4,-0.03616080437649054,-0.09345721363396797,0.02113560488098689
4,5,-0.017503559669755142,-0.03824714971392777,0.0032400303744174845
