,age,Coef,lower_ci,upper_ci
0,1,-0.018287519154456703,-0.06635338125453172,0.029778342945618316
1,2,-0.07389726404224146,-0.14116662247877215,-0.0066279056057107905
2,3,-0.06063448672448861,-0.1257094297771268,0.0044404563281495585
3,4,-0.023320037949351745,-0.08890918498798797,0.042269109089284475
4,5,-0.00810154945027116,-0.01936367707661412,0.0031605781760717985
