,age,Coef,lower_ci,upper_ci
0,1,1.2619397927342826,-1.9968384581117284,4.520718043580294
1,2,1.9175877768731522,-1.607467853681309,5.442643407427614
2,3,3.558516940934797,0.3719357381420054,6.7450981437275885
3,4,3.864485268956004,0.36898368981845975,7.359986848093548
4,5,2.6413050495333756,-1.4429887774428405,6.725598876509592
