,age,Coef,lower_ci,upper_ci
0,2,0.030523835324174103,-0.015681759012433398,0.07672942966078161
1,3,-0.00021845916870738967,-0.03919587898780252,0.03875896065038773
2,4,-0.025792793632290763,-0.09553791714019927,0.04395232987561775
3,5,-0.006046794325021125,-0.02430243324585193,0.01220884459580968
