,age,Coef,lower_ci,upper_ci
0,1,3.0571341272683994,-1.4372685357888044,7.551536790325603
1,2,-1.8158603449694852,-6.210257041673891,2.5785363517349205
2,3,3.124817908564065,-0.166101487630387,6.415737304758517
3,4,0.6707331659673206,-2.6538441430317743,3.9953104749664154
4,5,1.9098522657526646,-1.8322230799218735,5.651927611427203
