,age,Coef,lower_ci,upper_ci
0,1,151.9959996143693,-15.619954921463773,319.6119541502024
1,2,71.44955725388778,-19.48654203238604,162.3856565401616
2,3,53.21132970209604,-6.614697643846711,113.03735704803879
3,4,48.01565855469154,6.828703567735879,89.2026135416472
4,5,29.75041699235091,4.800491479614617,54.70034250508721
