,age,Coef,lower_ci,upper_ci
0,1,-0.7934634858047005,-4.611724709243769,3.024797737634368
1,2,-2.986509943608329,-8.042471078074716,2.0694511908580573
2,3,1.8841817628598874,-1.6507366922735012,5.419100217993276
3,4,1.2903355539023678,-1.766168228886877,4.3468393366916125
4,5,1.4488200522382344,-1.7117416353849404,4.609381739861409
