,age,Coef,lower_ci,upper_ci
0,2,3.4424300552803406,-1.1794120929775445,8.064272203538225
1,3,-0.9231884412371802,-4.7937006275878336,2.9473237451134726
2,4,-0.7950187139309266,-5.5291296757349055,3.9390922478730523
3,5,2.398514851446599,-2.1964827392164823,6.99351244210968
