,age,Coef,lower_ci,upper_ci
0,1,3.217004727797297,-2.774469257885752,9.208478713480346
1,2,6.191893758383639,-1.230448734218152,13.61423625098543
2,3,2.398001199548586,-2.9863505651944426,7.782352964291615
3,4,2.57441931404174,-2.3404222653453886,7.4892608934288685
4,5,1.1921811353846472,-4.369204803174517,6.753567073943811
