,age,Coef,lower_ci,upper_ci
0,1,0.08508488000347036,-0.056832556497429715,0.22700231650437044
1,2,0.07268562531591505,-0.13884435523910393,0.28421560587093403
2,3,-0.062205492043027645,-0.2278846991454853,0.10347371505943001
3,4,-0.15545129432704397,-0.31869565481080336,0.007793066156715434
4,5,-0.15721842982960405,-0.30795050665237556,-0.0064863530068325626
