,age,Coef,lower_ci,upper_ci
0,2,33.09764707294678,-26.519775647020346,92.71506979291391
1,3,11.71429510676165,-27.59441429942572,51.023004512949015
2,4,14.792556256795796,-34.68299838830043,64.26811090189203
3,5,22.71166192885992,-28.95327691080485,74.3766007685247
