,age,Coef,lower_ci,upper_ci
0,1,-1.3337203409961547,-3.819533382860099,1.15209270086779
1,2,-4.860773071539442,-8.829124074011897,-0.8924220690669875
2,3,-2.775528358062247,-5.398732373835335,-0.15232434228915936
3,4,-0.4321961276474122,-3.0886874545243774,2.2242951992295525
4,5,-1.047709845953605,-2.250339990660142,0.15492029875293212
