,age,Coef,lower_ci,upper_ci
0,2,-0.15554261803159378,-0.4053101044069629,0.09422486834377536
1,3,-0.057512194780649534,-0.32202640810055283,0.20700201853925373
2,4,0.19469765252027849,-0.06824893643326241,0.4576442414738194
3,5,0.3000553938679204,0.06183308072996824,0.5382777070058726
