,age,Coef,lower_ci,upper_ci
0,2,520.8870546635194,-1721.6447408544846,2763.4188501815233
1,3,-655.4897882224385,-2702.54456050559,1391.5649840607134
2,4,1121.216125559182,-1273.7335798553738,3516.1658309737377
3,5,1012.022443745426,-797.9853832090814,2822.0302706999337
